,Team,Round,HomeAway,FinalScore,Date,Day,Time,Venue,ActualCrowd,Season,Opposition,WinLoss,LadderPosition
3659,Gold Coast,5,Away,93,2012-04-28,Saturday,5,Docklands,17680,2012,North Melbourne,Win,17
3660,Melbourne,5,Home,66,2012-04-28,Saturday,8,MCG,24877,2012,St Kilda,Loss,16
3661,St Kilda,5,Away,84,2012-04-28,Saturday,8,MCG,24877,2012,Melbourne,Win,6
3662,Brisbane Lions,5,Home,41,2012-04-28,Saturday,8,Gabba,15534,2012,Geelong,Loss,12
3663,Geelong,5,Away,79,2012-04-28,Saturday,8,Gabba,15534,2012,Brisbane Lions,Win,8
3664,Hawthorn,5,Home,69,2012-04-29,Sunday,1,York Park,19217,2012,Sydney,Loss,11
3665,Sydney,5,Away,106,2012-04-29,Sunday,1,York Park,19217,2012,Hawthorn,Win,2
3666,Richmond,5,Home,97,2012-04-29,Sunday,3,Docklands,28464,2012,West Coast,Loss,14
3667,West Coast,5,Away,107,2012-04-29,Sunday,3,Docklands,28464,2012,Richmond,Loss,1
3668,Adelaide,5,Home,110,2012-04-29,Sunday,4,Football Park,41649,2012,Port Adelaide,Win,4
3669,Port Adelaide,5,Away,91,2012-04-29,Sunday,4,Football Park,41649,2012,Adelaide,Win,15
3670,Western Bulldogs,6,Home,77,2012-05-04,Friday,8,Docklands,38155,2012,Collingwood,Loss,13
3671,Collingwood,6,Away,98,2012-05-04,Friday,8,Docklands,38155,2012,Western Bulldogs,Loss,8
3672,Essendon,6,Home,129,2012-05-05,Saturday,2,Docklands,36361,2012,Brisbane Lions,Win,4
3673,Brisbane Lions,6,Away,62,2012-05-05,Saturday,2,Docklands,36361,2012,Essendon,Loss,14
3674,Geelong,6,Home,119,2012-05-05,Saturday,2,Kardinia Park,18010,2012,Melbourne,Win,6
3675,Melbourne,6,Away,76,2012-05-05,Saturday,2,Kardinia Park,18010,2012,Geelong,Loss,17
3676,Gold Coast,6,Home,87,2012-05-05,Saturday,5,Carrara,11670,2012,Fremantle,Loss,16
3677,Fremantle,6,Away,94,2012-05-05,Saturday,5,Carrara,11670,2012,Gold Coast,Loss,7
3678,Sydney,6,Home,94,2012-05-05,Saturday,8,SCG,23969,2012,Adelaide,Loss,3
3679,Adelaide,6,Away,99,2012-05-05,Saturday,8,SCG,23969,2012,Sydney,Win,5
3680,St Kilda,6,Home,88,2012-05-05,Saturday,8,MCG,42290,2012,Hawthorn,Loss,9
3681,Hawthorn,6,Away,123,2012-05-05,Saturday,8,MCG,42290,2012,St Kilda,Win,11
3682,Carlton,6,Home,110,2012-05-06,Sunday,1,Docklands,28213,2012,Greater Western Sydney,Win,2
3683,Greater Western Sydney,6,Away,43,2012-05-06,Sunday,1,Docklands,28213,2012,Carlton,Loss,18
3684,Port Adelaide,6,Home,54,2012-05-06,Sunday,3,Football Park,18522,2012,Richmond,Loss,15
3685,Richmond,6,Away,91,2012-05-06,Sunday,3,Football Park,18522,2012,Port Adelaide,Loss,12
3686,West Coast,6,Home,120,2012-05-06,Sunday,3,Subiaco,37202,2012,North Melbourne,Win,1
3687,North Melbourne,6,Away,95,2012-05-06,Sunday,3,Subiaco,37202,2012,West Coast,Win,10
3688,Melbourne,7,Home,49,2012-05-11,Friday,8,MCG,36430,2012,Hawthorn,Loss,18
3689,Hawthorn,7,Away,115,2012-05-11,Friday,8,MCG,36430,2012,Melbourne,Loss,9
3690,Adelaide,7,Home,122,2012-05-12,Saturday,1,Football Park,35535,2012,Geelong,Win,3
3691,Geelong,7,Away,72,2012-05-12,Saturday,1,Football Park,35535,2012,Adelaide,Loss,10
3692,Greater Western Sydney,7,Home,94,2012-05-12,Saturday,2,Manuka Oval,8603,2012,Gold Coast,Win,16
3693,Gold Coast,7,Away,67,2012-05-12,Saturday,2,Manuka Oval,8603,2012,Greater Western Sydney,Loss,17
3694,Richmond,7,Home,91,2012-05-12,Saturday,5,MCG,40352,2012,Sydney,Win,12
3695,Sydney,7,Away,62,2012-05-12,Saturday,5,MCG,40352,2012,Richmond,Win,5
3696,Brisbane Lions,7,Home,58,2012-05-12,Saturday,8,Gabba,27926,2012,Collingwood,Loss,14
3697,Collingwood,7,Away,116,2012-05-12,Saturday,8,Gabba,27926,2012,Brisbane Lions,Win,7
3698,Essendon,7,Home,113,2012-05-12,Saturday,8,Docklands,43260,2012,West Coast,Win,2
3699,West Coast,7,Away,52,2012-05-12,Saturday,8,Docklands,43260,2012,Essendon,Loss,1
3700,North Melbourne,7,Home,83,2012-05-13,Sunday,1,Docklands,20885,2012,Western Bulldogs,Loss,11
3701,Western Bulldogs,7,Away,101,2012-05-13,Sunday,1,Docklands,20885,2012,North Melbourne,Win,13
3702,Fremantle,7,Home,87,2012-05-13,Sunday,3,Subiaco,30079,2012,Port Adelaide,Win,6
3703,Port Adelaide,7,Away,47,2012-05-13,Sunday,3,Subiaco,30079,2012,Fremantle,Loss,15
3704,St Kilda,7,Home,122,2012-05-14,Monday,8,Docklands,38823,2012,Carlton,Win,8
3705,Carlton,7,Away,98,2012-05-14,Monday,8,Docklands,38823,2012,St Kilda,Win,4
3706,Collingwood,8,Home,96,2012-05-18,Friday,8,MCG,75650,2012,Geelong,Win,5
3707,Geelong,8,Away,84,2012-05-18,Friday,8,MCG,75650,2012,Collingwood,Loss,10
3708,Port Adelaide,8,Home,95,2012-05-19,Saturday,1,Football Park,14508,2012,North Melbourne,Win,15
3709,North Melbourne,8,Away,93,2012-05-19,Saturday,1,Football Park,14508,2012,Port Adelaide,Loss,12
3710,Hawthorn,8,Home,119,2012-05-19,Saturday,2,York Park,12959,2012,Fremantle,Win,6
3711,Fremantle,8,Away,63,2012-05-19,Saturday,2,York Park,12959,2012,Hawthorn,Loss,8
3712,Sydney,8,Home,138,2012-05-19,Saturday,5,SCG,20818,2012,Melbourne,Win,4
3713,Melbourne,8,Away,37,2012-05-19,Saturday,5,SCG,20818,2012,Sydney,Loss,18
3714,Western Bulldogs,8,Home,72,2012-05-19,Saturday,7,Marrara Oval,8724,2012,Gold Coast,Win,11
3715,Gold Coast,8,Away,34,2012-05-19,Saturday,7,Marrara Oval,8724,2012,Western Bulldogs,Loss,17
3716,Essendon,8,Home,128,2012-05-19,Saturday,8,MCG,80900,2012,Richmond,Win,3
3717,Richmond,8,Away,109,2012-05-19,Saturday,8,MCG,80900,2012,Essendon,Loss,13
3718,Brisbane Lions,8,Home,132,2012-05-20,Sunday,1,Gabba,16049,2012,Greater Western Sydney,Win,14
3719,Greater Western Sydney,8,Away,40,2012-05-20,Sunday,1,Gabba,16049,2012,Brisbane Lions,Loss,16
3720,Carlton,8,Home,55,2012-05-20,Sunday,3,Docklands,35917,2012,Adelaide,Loss,7
3721,Adelaide,8,Away,124,2012-05-20,Sunday,3,Docklands,35917,2012,Carlton,Win,2
3722,West Coast,8,Home,121,2012-05-20,Sunday,3,Subiaco,38174,2012,St Kilda,Win,1
3723,St Kilda,8,Away,91,2012-05-20,Sunday,3,Subiaco,38174,2012,West Coast,Win,9
3724,Western Bulldogs,9,Home,75,2012-05-25,Friday,8,Docklands,29118,2012,Geelong,Loss,13
3725,Geelong,9,Away,95,2012-05-25,Friday,8,Docklands,29118,2012,Western Bulldogs,Loss,9
3726,Richmond,9,Home,137,2012-05-26,Saturday,2,MCG,51617,2012,Hawthorn,Win,12
3727,Hawthorn,9,Away,75,2012-05-26,Saturday,2,MCG,51617,2012,Richmond,Win,8
3728,Gold Coast,9,Home,70,2012-05-26,Saturday,2,Carrara,12416,2012,Port Adelaide,Loss,17
3729,Port Adelaide,9,Away,118,2012-05-26,Saturday,2,Carrara,12416,2012,Gold Coast,Win,15
3730,St Kilda,9,Home,111,2012-05-26,Saturday,5,Docklands,34737,2012,Sydney,Win,7
3731,Sydney,9,Away,83,2012-05-26,Saturday,5,Docklands,34737,2012,St Kilda,Win,5
3732,Adelaide,9,Home,49,2012-05-26,Saturday,7,Football Park,44238,2012,Collingwood,Loss,3
3733,Collingwood,9,Away,75,2012-05-26,Saturday,7,Football Park,44238,2012,Adelaide,Win,4
3734,Greater Western Sydney,9,Home,53,2012-05-26,Saturday,8,Sydney Showground,11887,2012,Essendon,Loss,16
3735,Essendon,9,Away,119,2012-05-26,Saturday,8,Sydney Showground,11887,2012,Greater Western Sydney,Win,2
3736,North Melbourne,9,Home,112,2012-05-27,Sunday,1,Docklands,19988,2012,Brisbane Lions,Win,11
3737,Brisbane Lions,9,Away,96,2012-05-27,Sunday,1,Docklands,19988,2012,North Melbourne,Loss,14
3738,Carlton,9,Home,107,2012-05-27,Sunday,3,MCG,28371,2012,Melbourne,Win,6
3739,Melbourne,9,Away,49,2012-05-27,Sunday,3,MCG,28371,2012,Carlton,Loss,18
3740,West Coast,9,Home,84,2012-05-27,Sunday,3,Subiaco,40905,2012,Fremantle,Win,1
3741,Fremantle,9,Away,36,2012-05-27,Sunday,3,Subiaco,40905,2012,West Coast,Loss,10
3742,St Kilda,10,Home,113,2012-06-01,Friday,8,Docklands,49337,2012,Richmond,Loss,9
3743,Richmond,10,Away,121,2012-06-01,Friday,8,Docklands,49337,2012,St Kilda,Loss,10
3744,Geelong,10,Home,126,2012-06-02,Saturday,2,Kardinia Park,17243,2012,Greater Western Sydney,Win,8
3745,Greater Western Sydney,10,Away,61,2012-06-02,Saturday,2,Kardinia Park,17243,2012,Geelong,Loss,17
3746,Hawthorn,10,Home,174,2012-06-02,Saturday,2,York Park,16143,2012,North Melbourne,Win,6
3747,North Melbourne,10,Away,59,2012-06-02,Saturday,2,York Park,16143,2012,Hawthorn,Loss,12
3748,Fremantle,10,Home,82,2012-06-02,Saturday,3,Subiaco,31392,2012,Adelaide,Loss,11
3749,Adelaide,10,Away,111,2012-06-02,Saturday,3,Subiaco,31392,2012,Fremantle,Win,3
3750,Port Adelaide,10,Home,99,2012-06-02,Saturday,7,Football Park,24746,2012,Carlton,Win,13
3751,Carlton,10,Away,45,2012-06-02,Saturday,7,Football Park,24746,2012,Port Adelaide,Loss,7
3752,Essendon,10,Home,52,2012-06-02,Saturday,8,MCG,42987,2012,Melbourne,Loss,2
3753,Melbourne,10,Away,58,2012-06-02,Saturday,8,MCG,42987,2012,Essendon,Loss,16
3754,Brisbane Lions,10,Home,102,2012-06-03,Sunday,1,Gabba,15546,2012,West Coast,Win,14
3755,West Coast,10,Away,100,2012-06-03,Sunday,1,Gabba,15546,2012,Brisbane Lions,Loss,1
3756,Sydney,10,Home,132,2012-06-03,Sunday,3,SCG,13505,2012,Western Bulldogs,Win,5
3757,Western Bulldogs,10,Away,40,2012-06-03,Sunday,3,SCG,13505,2012,Sydney,Loss,15
3758,Collingwood,10,Home,149,2012-06-03,Sunday,5,MCG,36913,2012,Gold Coast,Win,4
3759,Gold Coast,10,Away,52,2012-06-03,Sunday,5,MCG,36913,2012,Collingwood,Loss,18
3760,Carlton,11,Home,85,2012-06-08,Friday,8,Docklands,47632,2012,Geelong,Loss,9
3761,Geelong,11,Away,97,2012-06-08,Friday,8,Docklands,47632,2012,Carlton,Win,7
3762,Richmond,11,Home,66,2012-06-09,Saturday,2,MCG,43801,2012,Fremantle,Loss,11
3763,Fremantle,11,Away,78,2012-06-09,Saturday,2,MCG,43801,2012,Richmond,Win,10
3764,Gold Coast,11,Home,49,2012-06-09,Saturday,5,Carrara,12534,2012,St Kilda,Loss,18
3765,St Kilda,11,Away,144,2012-06-09,Saturday,5,Carrara,12534,2012,Gold Coast,Win,8
3766,Essendon,11,Home,82,2012-06-09,Saturday,8,Docklands,42785,2012,Sydney,Loss,4
3767,Sydney,11,Away,86,2012-06-09,Saturday,8,Docklands,42785,2012,Essendon,Win,2
3768,Port Adelaide,11,Home,62,2012-06-10,Sunday,4,Football Park,26638,2012,Hawthorn,Loss,13
3769,Hawthorn,11,Away,108,2012-06-10,Sunday,4,Football Park,26638,2012,Port Adelaide,Win,6
3770,Melbourne,11,Home,87,2012-06-11,Monday,3,MCG,64250,2012,Collingwood,Loss,16
3771,Collingwood,11,Away,129,2012-06-11,Monday,3,MCG,64250,2012,Melbourne,Win,1
3772,West Coast,12,Home,79,2012-06-14,Thursday,6,Subiaco,34224,2012,Carlton,Win,1
3773,Carlton,12,Away,69,2012-06-14,Thursday,6,Subiaco,34224,2012,West Coast,Loss,9
3774,Adelaide,12,Home,115,2012-06-15,Friday,8,Football Park,36394,2012,St Kilda,Win,2
3775,St Kilda,12,Away,111,2012-06-15,Friday,8,Football Park,36394,2012,Adelaide,Win,8
3776,Greater Western Sydney,12,Home,74,2012-06-16,Saturday,2,Sydney Showground,7538,2012,Richmond,Loss,17
3777,Richmond,12,Away,86,2012-06-16,Saturday,2,Sydney Showground,7538,2012,Greater Western Sydney,Win,10
3778,Gold Coast,12,Home,80,2012-06-16,Saturday,8,Carrara,10170,2012,North Melbourne,Loss,18
3779,North Melbourne,12,Away,87,2012-06-16,Saturday,8,Carrara,10170,2012,Gold Coast,Loss,12
3780,Hawthorn,12,Home,135,2012-06-17,Sunday,1,MCG,35492,2012,Brisbane Lions,Win,5
3781,Brisbane Lions,12,Away,70,2012-06-17,Sunday,1,MCG,35492,2012,Hawthorn,Loss,15
3782,Western Bulldogs,12,Home,95,2012-06-17,Sunday,5,Docklands,16036,2012,Port Adelaide,Win,13
3783,Port Adelaide,12,Away,57,2012-06-17,Sunday,5,Docklands,16036,2012,Western Bulldogs,Win,14
3784,Sydney,13,Home,80,2012-06-22,Friday,8,SCG,27400,2012,Geelong,Win,2
3785,Geelong,13,Away,74,2012-06-22,Friday,8,SCG,27400,2012,Sydney,Win,7
3786,Western Bulldogs,13,Home,56,2012-06-23,Saturday,2,Docklands,20146,2012,Brisbane Lions,Loss,14
3787,Brisbane Lions,13,Away,114,2012-06-23,Saturday,2,Docklands,20146,2012,Western Bulldogs,Win,13
3788,Collingwood,13,Home,85,2012-06-23,Saturday,5,MCG,62957,2012,West Coast,Win,1
3789,West Coast,13,Away,82,2012-06-23,Saturday,5,MCG,62957,2012,Collingwood,Loss,4
3790,Fremantle,13,Home,89,2012-06-23,Saturday,6,Subiaco,34567,2012,Essendon,Loss,12
3791,Essendon,13,Away,113,2012-06-23,Saturday,6,Subiaco,34567,2012,Fremantle,Loss,3
3792,Melbourne,13,Home,135,2012-06-24,Sunday,3,MCG,20070,2012,Greater Western Sydney,Win,16
3793,Greater Western Sydney,13,Away,57,2012-06-24,Sunday,3,MCG,20070,2012,Melbourne,Loss,17
3794,North Melbourne,13,Home,121,2012-06-24,Sunday,5,Docklands,18866,2012,Adelaide,Win,11
3795,Adelaide,13,Away,89,2012-06-24,Sunday,5,Docklands,18866,2012,North Melbourne,Win,5
3796,Carlton,14,Home,70,2012-06-29,Friday,8,MCG,65047,2012,Hawthorn,Loss,10
3797,Hawthorn,14,Away,120,2012-06-29,Friday,8,MCG,65047,2012,Carlton,Win,6
3798,Collingwood,14,Home,107,2012-06-30,Saturday,2,MCG,44891,2012,Fremantle,Win,1
3799,Fremantle,14,Away,78,2012-06-30,Saturday,2,MCG,44891,2012,Collingwood,Loss,13
3800,Adelaide,14,Home,106,2012-06-30,Saturday,2,Football Park,33780,2012,Richmond,Win,5
3801,Richmond,14,Away,87,2012-06-30,Saturday,2,Football Park,33780,2012,Adelaide,Loss,11
3802,West Coast,14,Home,166,2012-06-30,Saturday,3,Subiaco,34592,2012,Gold Coast,Win,3
3803,Gold Coast,14,Away,40,2012-06-30,Saturday,3,Subiaco,34592,2012,West Coast,Loss,18
3804,Essendon,14,Home,140,2012-06-30,Saturday,8,Docklands,40824,2012,Western Bulldogs,Win,4
3805,Western Bulldogs,14,Away,56,2012-06-30,Saturday,8,Docklands,40824,2012,Essendon,Loss,14
3806,Sydney,14,Home,132,2012-06-30,Saturday,8,Stadium Australia,22565,2012,Greater Western Sydney,Win,2
3807,Greater Western Sydney,14,Away,38,2012-06-30,Saturday,8,Stadium Australia,22565,2012,Sydney,Loss,17
3808,Geelong,14,Home,99,2012-07-01,Sunday,1,Kardinia Park,13736,2012,Port Adelaide,Win,7
3809,Port Adelaide,14,Away,61,2012-07-01,Sunday,1,Kardinia Park,13736,2012,Geelong,Loss,15
3810,Brisbane Lions,14,Home,122,2012-07-01,Sunday,3,Gabba,22144,2012,Melbourne,Win,12
3811,Melbourne,14,Away,61,2012-07-01,Sunday,3,Gabba,22144,2012,Brisbane Lions,Loss,16
3812,St Kilda,14,Home,103,2012-07-01,Sunday,5,Docklands,33106,2012,North Melbourne,Loss,9
3813,North Melbourne,14,Away,136,2012-07-01,Sunday,5,Docklands,33106,2012,St Kilda,Win,8
3814,Collingwood,15,Home,62,2012-07-06,Friday,8,MCG,75890,2012,Carlton,Loss,4
3815,Carlton,15,Away,85,2012-07-06,Friday,8,MCG,75890,2012,Collingwood,Win,9
3816,North Melbourne,15,Home,84,2012-07-07,Saturday,2,Bellerive Oval,14113,2012,West Coast,Loss,11
3817,West Coast,15,Away,86,2012-07-07,Saturday,2,Bellerive Oval,14113,2012,North Melbourne,Win,2
3818,Melbourne,15,Home,78,2012-07-07,Saturday,2,MCG,46773,2012,Richmond,Loss,16
3819,Richmond,15,Away,101,2012-07-07,Saturday,2,MCG,46773,2012,Melbourne,Loss,10
3820,Sydney,15,Home,110,2012-07-07,Saturday,5,SCG,19419,2012,Brisbane Lions,Win,1
3821,Brisbane Lions,15,Away,63,2012-07-07,Saturday,5,SCG,19419,2012,Sydney,Win,13
3822,Port Adelaide,15,Home,58,2012-07-07,Saturday,7,Football Park,34829,2012,Adelaide,Loss,15
3823,Adelaide,15,Away,116,2012-07-07,Saturday,7,Football Park,34829,2012,Port Adelaide,Loss,3
3824,St Kilda,15,Home,133,2012-07-07,Saturday,8,Docklands,45838,2012,Essendon,Win,8
3825,Essendon,15,Away,62,2012-07-07,Saturday,8,Docklands,45838,2012,St Kilda,Loss,6
3826,Hawthorn,15,Home,193,2012-07-08,Sunday,1,MCG,26518,2012,Greater Western Sydney,Win,5
3827,Greater Western Sydney,15,Away,31,2012-07-08,Sunday,1,MCG,26518,2012,Hawthorn,Loss,17
3828,Gold Coast,15,Home,96,2012-07-08,Sunday,3,Carrara,15824,2012,Geelong,Loss,18
3829,Geelong,15,Away,110,2012-07-08,Sunday,3,Carrara,15824,2012,Gold Coast,Win,7
3830,Fremantle,15,Home,95,2012-07-08,Sunday,3,Subiaco,30420,2012,Western Bulldogs,Win,12
3831,Western Bulldogs,15,Away,57,2012-07-08,Sunday,3,Subiaco,30420,2012,Fremantle,Loss,14
3832,North Melbourne,16,Home,149,2012-07-13,Friday,8,Docklands,46423,2012,Carlton,Win,9
3833,Carlton,16,Away,96,2012-07-13,Friday,8,Docklands,46423,2012,North Melbourne,Win,12
3834,Melbourne,16,Home,83,2012-07-14,Saturday,2,Docklands,13284,2012,Fremantle,Loss,16
3835,Fremantle,16,Away,117,2012-07-14,Saturday,2,Docklands,13284,2012,Melbourne,Win,10
3836,Port Adelaide,16,Home,77,2012-07-14,Saturday,2,Football Park,17344,2012,Essendon,Loss,15
3837,Essendon,16,Away,127,2012-07-14,Saturday,2,Football Park,17344,2012,Port Adelaide,Win,6
3838,Richmond,16,Home,88,2012-07-14,Saturday,5,Cazaly's Stadium,10961,2012,Gold Coast,Loss,11
3839,Gold Coast,16,Away,90,2012-07-14,Saturday,5,Cazaly's Stadium,10961,2012,Richmond,Win,17
3840,Geelong,16,Home,79,2012-07-14,Saturday,8,MCG,61717,2012,Collingwood,Loss,7
3841,Collingwood,16,Away,110,2012-07-14,Saturday,8,MCG,61717,2012,Geelong,Win,3
3842,Brisbane Lions,16,Home,92,2012-07-14,Saturday,8,Gabba,19228,2012,St Kilda,Loss,13
3843,St Kilda,16,Away,105,2012-07-14,Saturday,8,Gabba,19228,2012,Brisbane Lions,Win,8
3844,Greater Western Sydney,16,Home,59,2012-07-15,Sunday,1,Sydney Showground,7669,2012,Adelaide,Loss,18
3845,Adelaide,16,Away,178,2012-07-15,Sunday,1,Sydney Showground,7669,2012,Greater Western Sydney,Win,2
3846,Western Bulldogs,16,Home,44,2012-07-15,Sunday,3,Docklands,24754,2012,Hawthorn,Loss,14
3847,Hawthorn,16,Away,116,2012-07-15,Sunday,3,Docklands,24754,2012,Western Bulldogs,Win,4
3848,West Coast,16,Home,69,2012-07-15,Sunday,3,Subiaco,39152,2012,Sydney,Loss,5
3849,Sydney,16,Away,121,2012-07-15,Sunday,3,Subiaco,39152,2012,West Coast,Loss,1
3850,Geelong,17,Home,134,2012-07-20,Friday,8,Docklands,50066,2012,Essendon,Win,7
3851,Essendon,17,Away,67,2012-07-20,Friday,8,Docklands,50066,2012,Geelong,Loss,6
3852,Collingwood,17,Home,91,2012-07-21,Saturday,2,MCG,83714,2012,Hawthorn,Loss,4
3853,Hawthorn,17,Away,138,2012-07-21,Saturday,2,MCG,83714,2012,Collingwood,Win,3
3854,Adelaide,17,Home,124,2012-07-21,Saturday,2,Football Park,40724,2012,West Coast,Win,2
3855,West Coast,17,Away,75,2012-07-21,Saturday,2,Football Park,40724,2012,Adelaide,Win,5
3856,Gold Coast,17,Home,48,2012-07-21,Saturday,5,Carrara,16550,2012,Brisbane Lions,Loss,17
3857,Brisbane Lions,17,Away,59,2012-07-21,Saturday,5,Carrara,16550,2012,Gold Coast,Win,13
3858,Melbourne,17,Home,56,2012-07-21,Saturday,7,Marrara Oval,6714,2012,Port Adelaide,Loss,16
3859,Port Adelaide,17,Away,84,2012-07-21,Saturday,7,Marrara Oval,6714,2012,Melbourne,Loss,14
3860,Western Bulldogs,17,Home,84,2012-07-21,Saturday,8,Docklands,24615,2012,Carlton,Loss,15
3861,Carlton,17,Away,102,2012-07-21,Saturday,8,Docklands,24615,2012,Western Bulldogs,Loss,11
3862,Sydney,17,Home,105,2012-07-22,Sunday,1,SCG,26834,2012,St Kilda,Win,1
3863,St Kilda,17,Away,76,2012-07-22,Sunday,1,SCG,26834,2012,Sydney,Loss,10
3864,Richmond,17,Home,99,2012-07-22,Sunday,3,MCG,47432,2012,North Melbourne,Loss,12
3865,North Melbourne,17,Away,103,2012-07-22,Sunday,3,MCG,47432,2012,Richmond,Loss,8
3866,Fremantle,17,Home,132,2012-07-22,Sunday,3,Subiaco,28767,2012,Greater Western Sydney,Win,9
3867,Greater Western Sydney,17,Away,37,2012-07-22,Sunday,3,Subiaco,28767,2012,Fremantle,Loss,18
3868,Essendon,18,Home,86,2012-07-27,Friday,8,Docklands,44899,2012,Hawthorn,Loss,7
3869,Hawthorn,18,Away,180,2012-07-27,Friday,8,Docklands,44899,2012,Essendon,Win,2
3870,Geelong,18,Home,102,2012-07-28,Saturday,2,Kardinia Park,18377,2012,Adelaide,Win,6
3871,Adelaide,18,Away,75,2012-07-28,Saturday,2,Kardinia Park,18377,2012,Geelong,Loss,3
3872,North Melbourne,18,Home,127,2012-07-28,Saturday,2,Docklands,20816,2012,Melbourne,Win,8
3873,Melbourne,18,Away,73,2012-07-28,Saturday,2,Docklands,20816,2012,North Melbourne,Win,16
3874,Greater Western Sydney,18,Home,54,2012-07-28,Saturday,5,Sydney Showground,8102,2012,Collingwood,Loss,18
3875,Collingwood,18,Away,174,2012-07-28,Saturday,5,Sydney Showground,8102,2012,Greater Western Sydney,Win,4
3876,Carlton,18,Home,95,2012-07-28,Saturday,8,MCG,46013,2012,Richmond,Win,11
3877,Richmond,18,Away,91,2012-07-28,Saturday,8,MCG,46013,2012,Carlton,Win,12
3878,Gold Coast,18,Home,54,2012-07-28,Saturday,8,Carrara,11169,2012,Sydney,Loss,17
3879,Sydney,18,Away,126,2012-07-28,Saturday,8,Carrara,11169,2012,Gold Coast,Win,1
3880,Port Adelaide,18,Home,48,2012-07-29,Sunday,1,Football Park,14583,2012,Fremantle,Loss,14
3881,Fremantle,18,Away,75,2012-07-29,Sunday,1,Football Park,14583,2012,Port Adelaide,Loss,9
3882,St Kilda,18,Home,118,2012-07-29,Sunday,3,Docklands,23498,2012,Western Bulldogs,Win,10
3883,Western Bulldogs,18,Away,42,2012-07-29,Sunday,3,Docklands,23498,2012,St Kilda,Loss,15
3884,West Coast,18,Home,175,2012-07-29,Sunday,3,Subiaco,35767,2012,Brisbane Lions,Win,5
3885,Brisbane Lions,18,Away,77,2012-07-29,Sunday,3,Subiaco,35767,2012,West Coast,Loss,13
3886,Hawthorn,19,Home,116,2012-08-03,Friday,8,MCG,65287,2012,Geelong,Loss,4
3887,Geelong,19,Away,118,2012-08-03,Friday,8,MCG,65287,2012,Hawthorn,Win,6
3888,Western Bulldogs,19,Home,61,2012-08-04,Saturday,2,Docklands,21599,2012,North Melbourne,Loss,15
3889,North Melbourne,19,Away,115,2012-08-04,Saturday,2,Docklands,21599,2012,Western Bulldogs,Win,7
3890,Greater Western Sydney,19,Home,107,2012-08-04,Saturday,2,Sydney Showground,6811,2012,Port Adelaide,Win,17
3891,Port Adelaide,19,Away,73,2012-08-04,Saturday,2,Sydney Showground,6811,2012,Greater Western Sydney,Loss,14
3892,Fremantle,19,Home,113,2012-08-04,Saturday,3,Subiaco,39694,2012,West Coast,Win,9
3893,West Coast,19,Away,48,2012-08-04,Saturday,3,Subiaco,39694,2012,Fremantle,Loss,5
3894,Collingwood,19,Home,91,2012-08-04,Saturday,8,MCG,57873,2012,St Kilda,Win,3
3895,St Kilda,19,Away,85,2012-08-04,Saturday,8,MCG,57873,2012,Collingwood,Win,10
3896,Brisbane Lions,19,Home,84,2012-08-04,Saturday,8,Gabba,22193,2012,Richmond,Loss,13
3897,Richmond,19,Away,132,2012-08-04,Saturday,8,Gabba,22193,2012,Brisbane Lions,Win,12
3898,Melbourne,19,Home,108,2012-08-05,Sunday,1,MCG,18097,2012,Gold Coast,Win,16
3899,Gold Coast,19,Away,66,2012-08-05,Sunday,1,MCG,18097,2012,Melbourne,Loss,18
3900,Carlton,19,Home,71,2012-08-05,Sunday,3,Docklands,36942,2012,Sydney,Loss,11
3901,Sydney,19,Away,93,2012-08-05,Sunday,3,Docklands,36942,2012,Carlton,Loss,1
3902,Adelaide,19,Home,104,2012-08-05,Sunday,4,Football Park,40030,2012,Essendon,Win,2
3903,Essendon,19,Away,100,2012-08-05,Sunday,4,Football Park,40030,2012,Adelaide,Loss,8
3904,West Coast,20,Home,102,2012-08-10,Friday,7,Subiaco,37812,2012,Geelong,Win,5
3905,Geelong,20,Away,97,2012-08-10,Friday,7,Subiaco,37812,2012,West Coast,Loss,7
3906,St Kilda,20,Home,107,2012-08-11,Saturday,2,MCG,23464,2012,Melbourne,Win,10
3907,Melbourne,20,Away,82,2012-08-11,Saturday,2,MCG,23464,2012,St Kilda,Loss,16
3908,Adelaide,20,Home,119,2012-08-11,Saturday,2,Football Park,35027,2012,Fremantle,Win,2
3909,Fremantle,20,Away,91,2012-08-11,Saturday,2,Football Park,35027,2012,Adelaide,Loss,9
3910,Gold Coast,20,Home,109,2012-08-11,Saturday,5,Carrara,14657,2012,Greater Western Sydney,Win,17
3911,Greater Western Sydney,20,Away,79,2012-08-11,Saturday,5,Carrara,14657,2012,Gold Coast,Loss,18
3912,Carlton,20,Home,113,2012-08-11,Saturday,8,Docklands,25977,2012,Brisbane Lions,Win,11
3913,Brisbane Lions,20,Away,77,2012-08-11,Saturday,8,Docklands,25977,2012,Carlton,Win,13
3914,Sydney,20,Home,70,2012-08-11,Saturday,8,Stadium Australia,45827,2012,Collingwood,Loss,1
3915,Collingwood,20,Away,78,2012-08-11,Saturday,8,Stadium Australia,45827,2012,Sydney,Loss,3
3916,Hawthorn,20,Home,159,2012-08-12,Sunday,1,York Park,14431,2012,Port Adelaide,Win,4
